id,texto,fecha,usuario
384,"2,04479E+18 KTRINA x pajero ahora tuvimos que enfrentar esto con Balcazar, mejor callese. 16/04/2026 9:33 0 0 0 1 0 50 Fuera todos! FALSO 10/02/2022 20:36 20 266 3344 1 421 FALSO FALSO",2026-06-17,
385,"2,04479E+18 Talonasky Para que te hayas acomodado entre Keiko y Aliaga definitivamente es porque ahí te sabes impune de todo el rosario definitivamente delitos. Ojalá gane Sanchez para que exista al menos presión por mandarte a la cárcel. Sinvergüenza acusado de violador y delincuente. 16/04/2026 9:57 0 0 0 1 0 251 Entre pájaros y árboles. VERDADERO 01/04/2010 11:56 89 1466 15398 29 8180 FALSO FALSO",2026-06-17,
386,"2,04479E+18 Hector Garcia IDIOTA. Manten la boca cerrada y desintegrate en el olvido hasta que la justicia te alcance. 16/04/2026 9:39 1 0 0 1 0 40 Derecha, muy a la derecha.??????AntiComunista. Por Dios, por la Patria, por la Familia, por la Libertad. ???????? Mil gracias Alberto Fujimori. FALSO 09/03/2009 13:55 Peru 1739 2452 399464 5161 313110 FALSO FALSO",2026-06-17,
387,"2,04489E+18 Yhordan Vizcarra El títere abogando por los titiriteros, ten un poco de dignidad y quedate callado, acuerdate como te desecharon como papel higiénico usado... 16/04/2026 16:21 0 0 0 1 0 43 FALSO 16/03/2012 7:48 Arequipa - Perú 51 258 6240 44 2995 FALSO FALSO",2026-06-17,
388,"2,04478E+18 Migue ?????? Quien es este webon??? 16/04/2026 9:27 0 0 0 1 0 8 ""Informático/Informaticien",2026-06-17,
389,"Ciencia, política, ateísmo y Arsenal",2026-06-17,
390,Antifa,2026-06-17,
391,"Siempre al lado izquierdo del corazón ??"" FALSO 08/09/2025 10:29 ???????? 37 400 3186 121 2930 FALSO FALSO",2026-06-17,
392,"2,0448E+18 observadores BUSQUEN FAMILIARES FALLECIDOS HEMOS ENCONTRADO 10 que votaron. 16/04/2026 10:14 0 0 0 1 0 8 FALSO 29/12/2011 21:32 Quito-Ecuador 329 4563 44104 214 31035 FALSO FALSO",2026-06-17,
393,"2,04481E+18 Punto y aparte(.|?) "" A ver, por hacer un ejercicio ocioso de responder a cualquiera. Creo que entendí """"mi herencia de un gobierno de desorden, frivolidad, nulidad y bastante robo debe continuar con López Aliaga""""."" 16/04/2026 10:59 0 0 0 1 0 917 Geopolítica: la disciplina maldita. FALSO 02/03/2026 16:47 Perú 8 261 1941 0 921 FALSO FALSO",2026-06-17,
394,"2,04485E+18 Antifujimorista por dignidad y respeto a mi Pais. "" Calla PAJERO, crees que porque fuiste un sirviente más tu opinión cuenta?",2026-06-17,
395,"Debe gobernar alguien que no piense en ti ni en mi, sino que piense y se sensibilice con la gente humilde, pobre, que los saque del anonimato del suburbio donde se encuentran olvidados y postergados."" 16/04/2026 13:54 0 0 0 1 0 174 Del lado de la verdadera Democracia. Ni de izquierda ni de derecha. Solamente del lado bueno de la vida, disfrútala al máximo. FALSO 05/04/2026 9:03 Lima, Perú 2 117 665 8 202 FALSO FALSO",2026-06-17,
396,"2,04479E+18 CristhianAlexi Hay que ser sinceros. Rafael tiene lo que provocó. Si Jeri hubiera seguido en la presidencia no tendríamos a El Peruano del lado de la ONPE. 16/04/2026 9:31 0 0 0 1 0 90 Liberal conservador FALSO 16/06/2025 10:48 12 75 23433 20 4388 FALSO FALSO",2026-06-17,
397,"2,04479E+18 Andrés Bien dicho crack!!?? 16/04/2026 9:36 0 0 0 1 0 11 Economista // Alianza Lima ?? FALSO 05/12/2012 18:12 Lima, Perú 556 447 53215 377 8325 FALSO FALSO",2026-06-17,
398,"2,04489E+18 Juan Pedraza "" Ahora eres luz y guía de la DBA que te puso como marioneta de """"presidente"""" y les fallaste por actuar cómo piraña de barrio. Además buscas inmunidad, cierto?"" 16/04/2026 16:18 0 0 0 1 0 284 FALSO 24/07/2024 8:05 4 84 5165 0 381 FALSO FALSO",2026-06-17,
399,"2,04483E+18 Marco Antonio Claro pues, si fueron ellos, el hampa narcofujicerronista quienes te pudieron en la presidencia, a ti te vale un carajo el desarrollo del país, lo que tú buscas es IMPUNIDAD miserable delincuente. 16/04/2026 12:30 0 0 0 1 0 139 """"""Las mejores cosas de tu vida se encuentran del otro lado del miedo"""""" VERDADERO 26/06/2013 22:40 47 255 889 1305 7713 FALSO FALSO",2026-06-17,
400,"2,04478E+18 Oroyperfume Que hablaaaaaas violín, tu no pintas ni despintas. Mejor vaya a hacer tiktoks y no pierdas el tiempo dando tu opinión que a nadie le interesa 16/04/2026 9:16 0 0 0 1 0 76 Dios sobre todas las cosas FALSO 10/03/2020 23:11 135 161 12403 69 4809 FALSO FALSO",2026-06-17,
401,"2,04481E+18 Logan Ruiz Por la webas es ! Aunque se la chupes al cerdo tu seras investigado y mandado al penal , dónde está ves la visitadora serás tu , así que ve cuidando ese potito mi presi !!! ?? 16/04/2026 10:55 0 0 0 1 0 23 FALSO 12/10/2025 16:33 2 16 31 3 53 FALSO FALSO",2026-06-17,
402,"2,04481E+18 Ce Campos Como un tuit puede hacer cambiar mi opinión hacia usted, a diferencia de los politicos y sus pactos eternos, ud si quiere a su país, espero no nos decepcione otra vez. 16/04/2026 11:22 0 0 0 1 0 119 Perú es clave FALSO 20/04/2009 12:47 Virginia, USA 1501 786 85032 2172 20323 FALSO FALSO",2026-06-17,
403,"2,0448E+18 Una golondrina Calla pajero 16/04/2026 10:44 0 0 0 1 0 16 Arequipeña ?? ???? Un día bien al otro mal VERDADERO 14/02/2014 16:26 Arequipa, Peru 1308 339 44095 346 9927 FALSO FALSO",2026-06-17,
404,"2,04481E+18 Raymond Reddington Pajero conch de tu madre. Quieres evitar la cana. El 29 de julio te voy a esperar en la puerta de tu domicilio para sakart la ?? de tu m por kachar con mi plata. Hijo de ?? 16/04/2026 11:11 0 0 0 1 0 12 FALSO 15/08/2012 11:01 33 89 13149 121 9181 FALSO FALSO",2026-06-17,
405,"2,04481E+18 Doc.Ram. Dime qué estás buscando chamba, sin decirme que estás buscando chamba. Jaja 16/04/2026 11:11 0 0 0 1 0 10 a rio revuelto ganancia de ladrones. FALSO 15/04/2023 8:37 46 212 24364 778 6354 FALSO FALSO",2026-06-17,
406,"2,04484E+18 Jesús Pensando en el País es que te botaron como un perro que no sirve de la Presidencia a la que convertiste en tu casa de cita particular y encima los peruanos pagamos tus arrechuras sexuales vergüenza debería darte opinar mejor dedícate a resolver tus problemas judiciales. 16/04/2026 13:06 0 0 0 1 0 475 FALSO 12/05/2024 22:32 6 48 33 7 1489 FALSO FALSO",2026-06-17,
407,"2,04479E+18 Devo Max Lo escribió desde un telo de Lince 16/04/2026 9:35 0 0 0 1 0 75 N.N FALSO 11/04/2021 9:00 1 1 483 104 912 FALSO FALSO",2026-06-17,
408,"2,04484E+18 hello kitty de barrio "" El pajero violador hablando de quienes deben representar el país, cuando nos volvimos vergüenza internacional por personas como tu que lo único que saben hacer es el ridículo.",2026-06-17,
409,"Anda ocupa tu tiempo en only fans nomas, pervertido."" 16/04/2026 13:09 0 0 0 1 0 863 Cuenta de mierda, que se creó para un proyecto de mierda, y ahora solo sirve para proyectar mi personalidad de mierda. FALSO 05/06/2025 17:47 1 16 304 1 51 FALSO FALSO",2026-06-17,
410,"2,04485E+18 Shaulin Enrique Wong Carrasco 16/04/2026 13:29 0 0 0 1 0 2 VERDADERO 17/12/2022 22:37 15 99 11386 2411 2665 FALSO FALSO",2026-06-17,
411,"2,04485E+18 Shaulin Enrique Wong Carrasco VIOLIN ?? CHIFERO #DELINCUENTE JOSÉ JERI DE SOMOS PERÚ 16/04/2026 13:28 0 0 0 1 0 5 VERDADERO 17/12/2022 22:37 15 99 11386 2411 2665 FALSO FALSO",2026-06-17,
412,"2,04484E+18 Shaulin Enrique Wong Carrasco 16/04/2026 13:26 0 0 0 1 0 4 VERDADERO 17/12/2022 22:37 15 99 11386 2411 2665 FALSO FALSO",2026-06-17,
413,"2,04484E+18 Shaulin Enrique Wong Carrasco 16/04/2026 13:25 0 0 0 1 0 4 VERDADERO 17/12/2022 22:37 15 99 11386 2411 2665 FALSO FALSO",2026-06-17,
414,"2,0448E+18 ren Callate oe 16/04/2026 10:18 0 0 0 1 0 7 ???? - standing with ????? FALSO 10/01/2023 14:31 55 149 16455 23 2131 FALSO FALSO",2026-06-17,
415,"2,04512E+18 patriota Pajeritere!! k ficho del Kongrezoo.... 17/04/2026 7:49 0 0 0 1 0 4 FALSO 11/09/2023 18:49 2 73 1173 58 1129 FALSO FALSO",2026-06-17,
416,"2,04482E+18 Carmen Nuñez "" Calla MALDITO corrupto MAFIOSO ladrón COIMERO TÍTERE DE la JAPONESA MAFIOSA PSICÓPATA",2026-06-17,
417,"Es obvio que vas apoyar a la ladrona onal cerdo ?? total , son de la MISMA CALAÑA ????????"" 16/04/2026 11:31 0 0 0 1 0 43 VERDADERO 14/04/2021 10:04 50 237 11775 67 10481 FALSO FALSO",2026-06-17,
418,"2,04489E+18 javiersoria Calla mierda, sigue en tu hueco 16/04/2026 16:36 0 0 0 1 0 4 FALSO 07/12/2022 6:54 Lima 1 158 553 0 146 FALSO FALSO",2026-06-17,
419,"2,0448E+18 Ana Gamboa Pense que ibas a decir que por el bien ibas a contar sobre tus chamchullos, pense que estabans arrepentido!!! Entonces cono me equivoque NO ME INTERESA cualquier estupidez que digas !!!! 16/04/2026 10:11 0 0 0 1 0 1146 FALSO 15/09/2023 15:05 1 39 191 0 141 FALSO FALSO",2026-06-17,
420,"2,04498E+18 Luizts "" """"La segunda vuelta, con los dos candidatos, debe ser la representación de un país"""", Jerí, si no te has dado cuenta todo el sur prefirió a roberto sanchez"" 16/04/2026 22:40 1 0 0 1 0 288 FALSO 20/06/2022 23:42 Marte 4 27 911 0 50 FALSO FALSO",2026-06-17,
421,"2,04491E+18 Daniel Suarez La cagaste por arrecho csmr 16/04/2026 17:50 0 0 0 1 0 5 FALSO 19/07/2020 3:20 122 258 66719 526 15505 FALSO FALSO",2026-06-17,
422,"2,04498E+18 Blue Star / Regional Totalmente de acuerdo, Presidente. El país necesita unidad más allá de diferencias para un desarrollo real que llegue a todas las regiones. Apoyo esa visión de futuro.???? 16/04/2026 22:07 0 0 0 0 0 581 ""Global news research & analysis",2026-06-17,
423,submissions for in-depth reports | DM for collabs or,2026-06-17,
424,"??singlesurprising4042.com"" VERDADERO 03/04/2026 1:49 97 1137 1011 2 774 FALSO VERDADERO",2026-06-17,
425,"2,04531E+18 Javichoooz Violín y protectores violines 17/04/2026 20:23 0 0 0 0 0 5 No evado las situaciones estresantes, solo lidio con ellas a mi manera FALSO 30/12/2010 15:19 Peru 193 1370 5866 17 3816 FALSO FALSO",2026-06-17,
426,"2,04516E+18 edwin Ok, presipiraña 17/04/2026 10:34 0 0 0 0 0 5 FALSO 12/01/2013 15:49 lima peru 81 259 53942 780 16060 FALSO FALSO",2026-06-17,
427,"2,04479E+18 esteban k "" Termine apoyando al crack de jose jeri",2026-06-17,
428,"Idolo pa"" 16/04/2026 9:40 0 0 0 0 0 27 ""ferb que vamos a hacer hoy | 17",2026-06-17,
429,"VERDADERO 03/02/2025 18:07 Putanges-Pont-Ecrepin, France 1069 2178 75667 4769 44481 FALSO VERDADERO",2026-06-17,
430,"2,0448E+18 Camilo Jimenez Lo dice quién prostituyó la envestidura presidencial. 16/04/2026 10:28 0 0 0 0 0 40 Amante de las criptomonedas. Me gusta la política. Creo en la ciencia. FALSO 17/09/2018 3:02 Piura, Peru 54 306 1365 6 1889 FALSO VERDADERO",2026-06-17,
431,"2,04779E+18 Carlos MS Anda cumple tu tratamiento psicológico, enfermo de M 24/04/2026 16:26 0 0 0 0 0 3 | CLASE TRABAJADORA | Aliancista, Ateo y Renegón. FALSO 20/03/2010 16:01 Lima, Peru 581 1343 130482 2213 28544 FALSO FALSO",2026-06-17,
432,"2,04481E+18 Deporte Total Hablo el enfermo que hizo de Palacio un chongo apoyando a otro payaso. 16/04/2026 10:54 0 0 0 0 0 14 Deporte Total ? | Medio digital de fútbol | Actualidad, análisis y comunidad global ???? | Contacto: somosdeporte91.com FALSO 01/05/2024 14:43 Perú 7621 8051 6496 314 20167 FALSO VERDADERO",2026-06-17,
433,"2,04531E+18 Juanca Echevarría Qué se puede esperar de un violdr? Entraste como accssotario al Congreso y de corriptp llegaate al poder, y ahora crees que tu voz importa. Vergüenza me debería dar, pues fiiste echado x delincuent. 17/04/2026 20:14 0 0 0 0 0 115 Economista de profesión, intelectual por vocación. FALSO 01/08/2014 13:18 125 887 6897 130 11110 FALSO FALSO",2026-06-17,
434,"2,04536E+18 jacquelin Ya va a caer pajeri 17/04/2026 23:42 0 0 0 0 0 7 Soy diseñadora de interiores. Uso solo este medio para dar opiniones. FALSO 13/11/2009 16:35 Lima 25 353 1197 11 560 FALSO FALSO",2026-06-17,
435,"2,04482E+18 Mario Colán Calla, onanista. 16/04/2026 11:42 0 0 0 0 0 79 Artista Visual, Docente y Político. VERDADERO 02/04/2010 21:53 Barranco, Peru 2737 1682 6912 1406 15355 FALSO VERDADERO",2026-06-17,
436,"2,04526E+18 ASG Eres un convenido ahora eres ultraderecha rancia,FASCISTA ñ,y ladrona,hasta ayer hacías negocios con los chinos comunistas hipócrita!!!!! 17/04/2026 17:11 0 0 0 0 0 49 FALSO 27/09/2022 18:02 45 270 3530 0 5647 FALSO FALSO",2026-06-17,
437,"2,04479E+18 Jesús Puertas Este el calibre de todos los políticos que están gobernando: cínicos, doble moral y gansters. Así no se puede. 16/04/2026 9:51 0 0 0 0 0 9 ?? Cuando haces cosas buenas, el universo conspira para darte lo que necesitas. | Merengue solo sirve ganar ?? | Influencer de perros. ?? FALSO 23/11/2009 17:29 Perú 770 555 84325 633 64545 FALSO VERDADERO",2026-06-17,
438,"2,04519E+18 Martha ?No puede esperar más?? Y por qué hicieron esperar al país, pues! Han estado gobernando 10 años, han cambiado el 70% de su amada constitución, por qué hicieron esperar al país para lograr ese desarrollo? 17/04/2026 12:21 0 0 0 0 0 11 FALSO 27/03/2011 23:03 464 928 59588 568 41039 FALSO FALSO",2026-06-17,
439,"2,04524E+18 Karina Rosmery -LKNVS Definitivamente bajo esa premisa , lo único que quedaría sería que gane Keiko . Porque valgan verdades , lo que hasta ahora viene demostrando ser Lopez Aliaga es ser un muy grosero . Que clase de político y/o gobernante sería !!! 17/04/2026 15:42 0 0 0 0 0 225 logistics solution - sector gobierno VERDADERO 03/05/2010 12:47 San Borja 32 334 347 42 643 FALSO FALSO",2026-06-17,
440,"2,04772E+18 Jan Lochel 24/04/2026 12:05 0 0 0 0 0 7 Computer scientist FALSO 03/04/2010 11:55 Brazil 41 43 1075 623 10952 FALSO FALSO",2026-06-17,
441,"2,04479E+18 bubaLu? es verdad que en tu gobierno , dabas Morrocoy a cambio de puestos? 16/04/2026 9:46 1 0 0 0 0 398 todo pasa ? FALSO 20/09/2020 19:00 Chiclayo, Peru 482 332 21074 1769 13697 FALSO FALSO",2026-06-17,
442,"2,0452E+18 Gonzalo Pajares Tú tranquilo, ya te caerá la justicia. 17/04/2026 12:49 0 0 0 0 0 8 ""Entrevistador, glotón y bebedor; melómano, escribidor y, otra vez, bebedor."" FALSO 04/08/2011 21:15 Lima (a mi pesar). 923 1318 3162 46 1173 FALSO FALSO",2026-06-17,
443,"2,04521E+18 Xavier L. Ferrari Es de sorprender, con la calidad moral que tienes es lógico que estés buscando a dónde arrimarte. 17/04/2026 13:27 0 0 0 0 0 8 ""Soy un ciudadano más y al igual que tú estoy",2026-06-17,
444,"asqueado de la corrupción e hipocresía de los políticos."" FALSO 13/07/2017 0:08 Lima, Peru 11 129 134 168 2118 FALSO FALSO",2026-06-17,
445,"2,04484E+18 Jose Baluarte? En todo caso, tenemos que asegurarnos que Keiko sea la nueva presidenta del Perú. Es hora, y tiene mayoría. 16/04/2026 12:55 0 0 0 0 0 22 Peruano ???? | Cristiano | Papá de 3 | Construí en USA ???? | Pdte. Timeless Frames Foundation | El sueño americano existe para los que se esfuerzan. VERDADERO 17/09/2014 15:58 Tampa, FL 1712 1998 10518 953 11560 FALSO VERDADERO",2026-06-17,
446,"2,04555E+18 Some Cool Name Calla violador hdrmp 18/04/2026 12:20 0 0 0 0 0 3 ""Amo el cine y la música.",2026-06-17,
447,"No me gusta la pizza con piña."" FALSO 30/09/2009 15:48 Peru 119 544 39532 1084 8515 FALSO FALSO",2026-06-17,
448,"2,04527E+18 Alfredo CF Jajaja y pensando por el bien del país, por qué no vas a la m. 17/04/2026 17:16 0 0 0 0 0 4 Comunicador Social (RR.PP.) FALSO 04/06/2011 21:51 Huancayo, Peru 710 592 20514 208 8869 FALSO FALSO",2026-06-17,
449,"2,0448E+18 Maria Gabriela Calla Pajerí! 16/04/2026 10:23 1 0 0 0 0 18 ""Como un zombie.",2026-06-17,
450,Revivo con café pasado,2026-06-17,
451,Altamente Celeste ??,2026-06-17,
452,"Army ??"" VERDADERO 26/08/2009 16:40 283 236 11378 97 5362 FALSO FALSO",2026-06-17,
453,"2,04565E+18 Gustavo aarom fiestas esperando tu futuro en onpe . verdad cambiaste el nombre de cárcel. 18/04/2026 18:41 1 0 0 0 0 49 ""????????",2026-06-17,
454,rgustavoaarom.com,2026-06-17,
455,Telf.960277866,2026-06-17,
456,??????,2026-06-17,
457,Casado.,2026-06-17,
458,Activista.,2026-06-17,
459,Leal a mi palabra .leal a mi Reyna.,2026-06-17,
460,Leal a mi país .,2026-06-17,
461,"Activista derechos ciudadanos ."" FALSO 20/06/2023 9:54 141 2880 216 1199 3025 FALSO FALSO",2026-06-17,
462,"2,04479E+18 Luis Salvaje Grande mi presi!!! 16/04/2026 9:34 0 0 0 0 0 10 Hola soy Luis Salvaje, vivo por Villa el Salvador, tengo un negocio de maderas, y trabajo muy duro para ganarme el dinero FALSO 17/01/2023 7:31 Villa el Salvador - Lima 234 1412 2246 144 12995 FALSO VERDADERO",2026-06-17,
463,"2,04482E+18 The Punisher (exponiendo a los políticos) La representación de un país, es por los votos no porque lo anhelas 16/04/2026 12:00 0 0 0 0 0 8 Ing. de Sistemas CIP - ISO 27032 - Gestión Pública - Análisis Digital Forense - Ciberseguridad, TICs - Derecho Penal y Procesal Penal - ???? en Perú - EP (r) FALSO 10/02/2025 8:22 595 920 256 431 10736 FALSO VERDADERO",2026-06-17,
464,"2,04515E+18 Martha Hiciste del puesto, un festín, una caricatura. Eres un caradura 17/04/2026 9:39 0 0 0 0 0 30 FALSO 15/12/2021 22:30 9 212 1040 18 465 FALSO FALSO",2026-06-17,
465,"2,04484E+18 C A C H E T E ? Calla concha tu madre.. 16/04/2026 12:52 0 0 0 0 0 5 Club Universitario de Deportes VERDADERO 28/07/2022 10:41 New York, NY 164 515 168501 112 4170 FALSO VERDADERO",2026-06-17,
466,"2,04523E+18 Andres M Franco Z Lo dice alguien, que se reunio a escondidas como un VIL delincuente, para hacer hasta ahora no sabemos que. Los Politicos deben ser derechos. A Ud se le encargo la presidencia(10 mese). Y no aguanto ni 3. Increible de Ripley 17/04/2026 15:07 0 0 0 0 0 226 Mi buen humor FALSO 04/10/2021 14:37 35 204 12637 18 448 FALSO FALSO",2026-06-17,
467,"2,04535E+18 Roman Si gana la izquierda visitarás de nuevo barbadillo pero a quedarte 17/04/2026 23:07 0 0 0 0 0 8 especialista FALSO 02/08/2012 11:24 Los Olivos, Peru 28 97 816 37 159 FALSO FALSO",2026-06-17,
468,"2,04484E+18 SJRM "" Porky te sacó y no le importo entregar el país a la extrema izmierda.",2026-06-17,
469,"Yo tb espero q el chancho pase a 2da, para q pierda por goleada en 2da vuelta"" 16/04/2026 13:10 0 0 0 0 0 21 ""Padre de familia.",2026-06-17,
470,Star Wars and Lord of The Rings fan.,2026-06-17,
471,"Anti zurdo, anti terruco",2026-06-17,
472,"si vas a defender o justificar el TERRORISMO, ahórratelo y bloqueame."" FALSO 18/01/2012 9:06 Lima 526 493 4 963 14063 FALSO FALSO",2026-06-17,
473,"2,04876E+18 El francotirador Te conviene tanta inmundicia ,muy triste hayas pasado muy mal tu periodo, Decepcionaste al Pais 27/04/2026 8:37 0 0 0 0 0 3 Administrador ,Chef, atrevido y Elocuente VERDADERO 29/08/2017 16:57 Peru 27 512 248 9 1620 FALSO FALSO",2026-06-17,
474,"2,04523E+18 Franzs Villaizan Ptm no jodas... Si te hubieses quedado, seria otro escenario... la cagaste. Mejor calladito esta mejor. 17/04/2026 14:59 0 0 0 0 0 13 Fan de la adrenalina ?????? FALSO 13/03/2013 21:03 Peru 19 181 449 12 381 FALSO FALSO",2026-06-17,
475,"2,0452E+18 Girasol Y hablo el violinista inútil mafioso q sin el presidente seguirías como jeropa en tu casa. 17/04/2026 13:07 0 0 0 0 0 20 VERDADERO 26/11/2020 18:20 105 1029 3450 825 8225 FALSO FALSO",2026-06-17,
476,"2,04523E+18 DanielO ???? Hay que estar bien enfermos para pensar que Keiko o Porky Aliaga significan DESARROLLO. Hay que estar bien ENFERMO!!! 17/04/2026 15:12 0 0 0 0 0 10 Comunicador, locutor y cantante. Amante de la cultura y el arte.???? FALSO 23/10/2018 23:31 Lima, Peru 143 1433 39246 44 8074 FALSO FALSO",2026-06-17,
477,"2,04556E+18 CeliaQt "" Lo justo es que ud sea Juzgado por los actos de corrupción en su breve Gobierno.",2026-06-17,
478,La mayoría voto por un cambio .,2026-06-17,
479,"#Nohubofraude"" 18/04/2026 13:05 0 0 0 0 0 8 FALSO 18/01/2023 17:02 41 177 4317 119 27416 FALSO FALSO",2026-06-17,
480,"2,04483E+18 Otilia Abanto Melendez Solo tenias que llegar a esto, sabes que este proceso también está siendo manipulado por el presidente rojo de turno, por eso me acuerdo de ti y te veo como uno de los responsables de esta mierda que esta nuestro país, dejaste limpio el campo para ellos, madura. 16/04/2026 12:08 0 0 0 0 0 353 salir adelante para mí familia FALSO 02/05/2021 22:50 27 40 571 6 1552 FALSO FALSO",2026-06-17,
481,"2,04658E+18 Giancarlo BC "" Al parecer al delincuente de José Jeri se le a caído el negocio de los aviones; tanto él como su primer ministro andan como loquitos, que paso, ya no les pagaran los millones que les ofrecieron?",2026-06-17,
482,"Ojalá pronto este delincuente de porquería este preso junto a los otros ex presidente"" 21/04/2026 8:40 0 0 0 0 0 7 FALSO 11/07/2012 23:21 trujillo 77 184 2050 1351 14002 FALSO FALSO",2026-06-17,
483,"2,04521E+18 Elizabeth Jara Un tipo Procaz, alcohólico y.........Dios nos libre. 17/04/2026 13:44 0 0 0 0 0 4 FALSO 01/02/2022 18:58 21 11 11672 124 4416 FALSO FALSO",2026-06-17,
484,"2,04478E+18 Ricardo Seguramente la idea de ser sodomizado con un morrocoy ha determinado su apoyo por un puerco, cuya represión sexual comparte 16/04/2026 9:19 1 0 0 0 0 29 Arequipeño. Amante del fútbol y de viajar VERDADERO 09/07/2019 7:15 Lima, Peru 264 3000 9708 11626 16161 FALSO FALSO",2026-06-17,
485,"2,04586E+18 Miguel Ya sabíamos que era del pacto mafioso por eso cuando estuviste encargado como presidente actuaste como delincuente escondiéndote para hacer tus negocios turbios sin vergüenza pajeri 19/04/2026 8:31 0 0 0 0 0 19 FALSO 16/01/2017 19:39 2 46 134 2 208 FALSO FALSO",2026-06-17,
486,"2,04516E+18 vanne Qué tal sinverg.. 17/04/2026 10:15 0 0 0 0 0 5 FALSO 20/03/2014 20:16 6 79 364 8 286 FALSO FALSO",2026-06-17,
487,"2,0454E+18 who? Cállate pajero de mrda 18/04/2026 2:30 0 0 0 0 0 9 FALSO 03/05/2024 16:14 2 439 7352 97 4916 FALSO FALSO",2026-06-17,
488,"2,04516E+18 Miriam Anchaygua Te debería dar venguenza postear y opinar, primero aclara todas tus denuncias por corrupción y otras cosa mas 17/04/2026 10:11 0 0 0 0 0 18 Médico Pediatra Neonatologa de la UNMSM Amante de la naturaleza y la cultura ?? FALSO 14/11/2020 18:03 35 139 7210 5 1798 FALSO FALSO",2026-06-17,
489,"2,04491E+18 LUCHO_A Claro, eres todo un personaje 16/04/2026 17:46 0 0 0 0 0 4 Estudios Superiores. Músico. Melómano, demócrata por convicción.Me gusta escuchar y compartir canciones mientras leo los tweets? Mi equipo de fútbol¡SPORT BOYS! FALSO 17/02/2013 23:25 LIMA 690 470 14988 2277 12235 FALSO VERDADERO",2026-06-17,
490,"2,04527E+18 Aníbal Donayre ¿Que le hace pensar que Sanchez no representa a un país que no puede esperar mas? Y ese país espera, entre otras cosas, que esta vez respeten su voto y sobre todo, espera que no los maten por hacer respetar sus votos. 17/04/2026 17:51 0 0 0 0 0 14 Datos - Información - Conocimiento - Decisiones Correctas FALSO 23/04/2011 10:04 93 197 308 346 7264 FALSO FALSO",2026-06-17,
491,"2,04484E+18 chabela Nunca dude de lo cabello que y honesto que es con defectos y virtudes como todos 16/04/2026 13:05 0 0 0 0 0 19 VERDADERO 08/10/2025 18:53 36 449 5098 195 6372 FALSO VERDADERO",2026-06-17,
492,"2,04528E+18 Jo C M M. Ya Gordito violín... 17/04/2026 18:06 0 0 0 0 0 5 FALSO 13/03/2013 8:10 17 133 4846 534 1178 FALSO FALSO",2026-06-17,
493,"2,04523E+18 FRANCISCO LOPEZ G. Calla infelíz, anda sigue disfrutando tus entretenciones onanistas y deja al Perú con sus problemas. 17/04/2026 14:45 0 0 0 0 0 18 Maiestrito del Túpac Amaru, sanmarquino, soldemedianochero, fietpense, promotorcito precario de expresarte, gestor, actor, director y profesor de Arte y Cultura FALSO 09/04/2011 15:09 C. C. ArteSano - Comas. 42 204 16 10 643 FALSO FALSO",2026-06-17,
494,"2,04482E+18 piquero Con Jeri no hubiera pasado estas mamadas 16/04/2026 11:56 0 0 0 0 0 3 Dios y mi familia. FALSO 23/12/2022 1:11 Lima, Peru 49 303 2840 355 12889 FALSO FALSO",2026-06-17,
495,"2,04521E+18 S4NHOLO Ya pajero, que más te anotaron para decir? 17/04/2026 13:44 0 0 0 0 0 5 SI Y NO. FALSO 24/06/2022 12:28 1 147 326 0 94 FALSO FALSO",2026-06-17,
496,"2,04559E+18 GUSTAVO MAGUIÑA Jajajaja lo dice alguien que estuvo en el más alto cargo del estado y no hizo nada, solo favores a los amigos y amiguitas muy cariñosas jajaja.... Dan risa estos políticos con su mensaje de bienestar para el pais 18/04/2026 14:55 0 0 0 0 0 29 FALSO 10/04/2010 16:12 41 148 171 21 1276 FALSO FALSO",2026-06-17,
497,"2,0448E+18 Manny cada día demostrando lo desconectado que estás de la realidad de este país, adhiriéndote a impresentables te conviertes en uno también, una verguenza el y una verguenza tu, porque en vez de condenar las barrabasadas que dice estás acá avalándolo 16/04/2026 10:38 1 0 0 0 0 235 FALSO 07/05/2023 2:44 Ucayali, Peru 7 86 51311 10 2514 FALSO FALSO",2026-06-17,
498,"2,04519E+18 nellalunac Haznos un favor, no pienses! 17/04/2026 12:36 0 0 0 0 0 4 FALSO 31/05/2011 7:50 199 142 71125 2176 43544 FALSO FALSO",2026-06-17,
499,"2,0448E+18 Xtian Sabia reflexión expresidente espero verlo como candidato a la presidencia en el futuro, no amilane solo abstenerse de ir a chifas encapuchado, sabiendo q puede ir a comer ceviche en pleno solazo sin sombras, cae a pelo. 16/04/2026 10:14 0 0 0 0 0 51 Ing elec, geek, gamer, science, rojos al basurero. VERDADERO 25/10/2009 23:25 234 609 116839 510 9162 FALSO VERDADERO",2026-06-17,
500,"2,04525E+18 Alcides Mejia Además un gobierno que nos de acceso a ONLY FANS GRATIS E ILIMITADO, Hay que rico 17/04/2026 16:02 0 0 0 0 0 7 Abogado. VERDADERO 05/08/2017 20:19 141 200 8864 220 21181 FALSO FALSO",2026-06-17,
501,"2,04517E+18 jessi8929 Entre degenerados se defienden.... 17/04/2026 11:03 0 0 0 0 0 3 FALSO 12/09/2011 16:18 peru 109 204 43585 47 18344 FALSO FALSO",2026-06-17,
